review_id,entity_type,entity_id,issue_type,issue_detail,suggested_fix,source_url,priority,status,resolved_at,notes
rev_00104,player,p_rsa_evidence_makgopa_dcf422d1,missing_wikidata_bio_field,"Auto-matched player Evidence Makgopa to Q100984327, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q100984327,medium,open,,
rev_00105,player,p_rsa_kamgogelo_sebelebele_dafaac5f,no_wikidata_match,No Wikidata candidates found for Kamgogelo Sebelebele.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00106,player,p_rsa_khulumani_ndamane_fbcaf768,missing_wikidata_bio_field,"Auto-matched player Khulumani Ndamane to Q137299823, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q137299823,medium,open,,
rev_00107,player,p_rsa_olwethu_makhanya_4966d327,missing_wikidata_bio_field,"Auto-matched player Olwethu Makhanya to Q122207713, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q122207713,medium,open,,
rev_00108,player,p_rsa_samukelo_kabini_a3476421,no_wikidata_match,No Wikidata candidates found for Samukelo Kabini.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00109,player,p_rsa_sipho_chaine_5123e728,missing_wikidata_bio_field,"Auto-matched player Sipho Chaine to Q58796434, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q58796434,medium,open,,
rev_00110,player,p_rsa_teboho_mokoena_f2c012d8,ambiguous_wikidata_match,Teboho Mokoena needs manual Wikidata review. Top candidate Q58790870 scored 190 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q58790870. If correct, copy Q58790870 into players.wikidata_id.",https://www.wikidata.org/wiki/Q58790870,high,open,,
rev_00111,player,p_rsa_thabang_matuludi_b0738f64,missing_wikidata_bio_field,"Auto-matched player Thabang Matuludi to Q127324870, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q127324870,medium,open,,
rev_00112,player,p_rsa_thalente_mbatha_a316dba5,missing_wikidata_bio_field,"Auto-matched player Thalente Mbatha to Q130261099, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q130261099,medium,open,,
rev_00113,player,p_sco_dom_hyam_8372632a,no_wikidata_match,No Wikidata candidates found for Dom Hyam.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00114,player,p_sco_finlay_curtis_9d5c6741,no_wikidata_match,No Wikidata candidates found for Finlay Curtis.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00115,player,p_sco_jack_hendry_533b108a,ambiguous_wikidata_match,Jack Hendry needs manual Wikidata review. Top candidate Q10551356 scored 163 with margin 3.,"Review candidate https://www.wikidata.org/wiki/Q10551356. If correct, copy Q10551356 into players.wikidata_id.",https://www.wikidata.org/wiki/Q10551356,high,open,,
rev_00116,player,p_sen_abdoulaye_seck_fa9e55b2,ambiguous_wikidata_match,Abdoulaye Seck needs manual Wikidata review. Top candidate Q17494543 scored 173 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q17494543. If correct, copy Q17494543 into players.wikidata_id.",https://www.wikidata.org/wiki/Q17494543,high,open,,
rev_00117,player,p_sen_pape_gueye_1b557530,ambiguous_wikidata_match,Pape Gueye needs manual Wikidata review. Top candidate Q45935395 scored 163 with margin 13.,"Review candidate https://www.wikidata.org/wiki/Q45935395. If correct, copy Q45935395 into players.wikidata_id.",https://www.wikidata.org/wiki/Q45935395,high,open,,
rev_00118,player,p_swe_besfort_zeneli_4d53162c,missing_wikidata_bio_field,"Auto-matched player Besfort Zeneli to Q113952820, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q113952820,medium,open,,
rev_00119,player,p_swe_daniel_svensson_bc86dc59,ambiguous_wikidata_match,Daniel Svensson needs manual Wikidata review. Top candidate Q106967174 scored 163 with margin 18.,"Review candidate https://www.wikidata.org/wiki/Q106967174. If correct, copy Q106967174 into players.wikidata_id.",https://www.wikidata.org/wiki/Q106967174,high,open,,
rev_00120,player,p_swe_elliot_stroud_e7f82634,missing_wikidata_bio_field,"Auto-matched player Elliot Stroud to Q117789805, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q117789805,medium,open,,
rev_00121,player,p_swe_erik_smith_9cafee29,ambiguous_wikidata_match,Erik Smith needs manual Wikidata review. Top candidate Q17107659 scored 58 with margin 8.,"Review candidate https://www.wikidata.org/wiki/Q17107659. If correct, copy Q17107659 into players.wikidata_id.",https://www.wikidata.org/wiki/Q17107659,medium,open,,
rev_00122,player,p_swe_gustaf_nilsson_68eca14b,ambiguous_wikidata_match,Gustaf Nilsson needs manual Wikidata review. Top candidate Q5621004 scored 193 with margin 0.,"Review candidate https://www.wikidata.org/wiki/Q5621004. If correct, copy Q5621004 into players.wikidata_id.",https://www.wikidata.org/wiki/Q5621004,high,open,,
rev_00123,player,p_tun_abdelmouhib_chamakh_e29f55d3,no_wikidata_match,No Wikidata candidates found for Abdelmouhib Chamakh.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00124,player,p_tun_moutaz_neffati_4bac9637,missing_wikidata_bio_field,"Auto-matched player Moutaz Neffati to Q123436577, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q123436577,medium,open,,
rev_00125,player,p_tun_sabri_ben_hessen_96ec4b2c,missing_wikidata_bio_field,"Auto-matched player Sabri Ben Hessen to Q139815184, but date of birth or place of birth is missing.","Check Wikidata, FIFA profile, federation profile, or reliable biography source.",https://www.wikidata.org/wiki/Q139815184,medium,open,,
rev_00126,player,p_tur_baris_apler_yilmaz_d63c4e39,no_wikidata_match,No Wikidata candidates found for Baris Apler Yilmaz.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00127,player,p_tur_hakan_calhanoglou_7da5376a,no_wikidata_match,No Wikidata candidates found for Hakan Calhanoglou.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00128,player,p_uru_emiliano_martinez_d355aea9,ambiguous_wikidata_match,Emiliano Martínez needs manual Wikidata review. Top candidate Q97608024 scored 143 with margin 10.,"Review candidate https://www.wikidata.org/wiki/Q97608024. If correct, copy Q97608024 into players.wikidata_id.",https://www.wikidata.org/wiki/Q97608024,high,open,,
rev_00129,player,p_uzb_abbosek_fayzullaev_7c8d1f65,no_wikidata_match,No Wikidata candidates found for Abbosek Fayzullaev.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00130,player,p_uzb_abduvokhid_nematov_fcf4ccf8,no_wikidata_match,No Wikidata candidates found for Abduvokhid Nematov.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
rev_00131,player,p_uzb_rustamjon_ashurmatov_5e5fc943,no_wikidata_match,No Wikidata candidates found for Rustamjon Ashurmatov.,"Search Wikidata manually using alternate spellings, accents, or full legal name.",,medium,open,,
