city_key,country,city,preferred_city_query,latitude,longitude,geocode_source,geocode_source_url,match_confidence,review_notes
mexico__monterrey__c8563f53,Mexico,Monterrey,"Monterrey, Mexico",25.67663,-100.25907,geonames_searchJSON,https://www.geonames.org/3995465,medium,"GeoNames name_equals match; selected 'Monterrey'; admin 'Nuevo León'; feature PPLA; population 1135512; top-vs-next score margin 12.9; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Stadium actually in Guadalupe, Nuevo León, including the coordinates for the right city here, will update master list later."
croatia__koprivnica__9444ab1f,Croatia,Koprivnica,"Koprivnica, Croatia",46.16364,16.8297,geonames_searchJSON,https://www.geonames.org/3197728,high,GeoNames name_equals match; selected 'Koprivnica'; admin 'Koprivničko-križevačka'; feature PPLA; population 22262; 0.5 km from trusted local centroid; top-vs-next score margin 130.1; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
croatia__split__505fd585,Croatia,Split,"Split, Croatia",43.50891,16.43915,geonames_searchJSON,https://www.geonames.org/3190261,high,GeoNames name_equals match; selected 'Split'; admin 'Splitsko-dalmatinska'; feature PPLA; population 149830; 1.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
cyprus__paphos__ed847735,Cyprus,Paphos,"Paphos, Cyprus",34.77679,32.42451,geonames_searchJSON,https://www.geonames.org/146214,high,GeoNames name_equals match; selected 'Paphos'; admin 'Επαρχία Πάφου'; feature PPLA; population 35961; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
cyprus__strovolos__ba4749df,Cyprus,Strovolos,"Strovolos, Cyprus",35.14867,33.33384,geonames_searchJSON,https://www.geonames.org/146054,high,GeoNames name_equals match; selected 'Stróvolos'; admin 'Επαρχία Λευκωσίας'; feature PPLA2; population 67904; 4.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
czech-republic__liberec__ae323adf,Czech Republic,Liberec,"Liberec, Czech Republic",50.76711,15.05619,geonames_searchJSON,https://www.geonames.org/3071961,high,GeoNames name_equals match; selected 'Liberec'; admin 'Liberecký'; feature PPLA; population 102951; 1.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
czech-republic__olomouc__cd8576fe,Czech Republic,Olomouc,"Olomouc, Czech Republic",49.59552,17.25175,geonames_searchJSON,https://www.geonames.org/3069011,high,GeoNames name_equals match; selected 'Olomouc'; admin 'Olomoucký'; feature PPLA; population 99496; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
czech-republic__plzen__3943a1f6,Czech Republic,Plzeň,"Plzeň, Czech Republic",49.74747,13.37759,geonames_searchJSON,https://www.geonames.org/3068160,high,GeoNames name_equals match; selected 'Pilsen'; admin 'Plzeňský kraj'; feature PPLA; population 168733; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
denmark__aarhus__55d77285,Denmark,Aarhus,"Aarhus, Denmark",56.15674,10.21076,geonames_searchJSON,https://www.geonames.org/2624652,high,GeoNames name_equals match; selected 'Århus'; admin 'Region Midtjylland'; feature PPLA2; population 285273; 2.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
denmark__brndbyvester__96f1e139,Denmark,Brøndbyvester,"Brøndbyvester, Denmark",55.6455,12.41008,geonames_searchJSON,https://www.geonames.org/2623340,high,GeoNames name_equals match; selected 'Brøndbyvester'; admin 'Region Hovedstaden'; feature PPLA2; population 20000; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
denmark__herning__3dfaa460,Denmark,Herning,"Herning, Denmark",56.13615,8.97662,geonames_searchJSON,https://www.geonames.org/2620425,high,GeoNames name_equals match; selected 'Herning'; admin 'Region Midtjylland'; feature PPLA2; population 50565; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
denmark__randers__4bf26efc,Denmark,Randers,"Randers, Denmark",56.4607,10.03639,geonames_searchJSON,https://www.geonames.org/2615006,high,GeoNames name_equals match; selected 'Randers'; admin 'Region Midtjylland'; feature PPLA2; population 62802; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
saudi-arabia__unaizah__ca294e3d,Saudi Arabia,Unaizah,"Unaizah, Saudi Arabia",26.08793,43.96368,geonames_searchJSON,https://www.geonames.org/101732,medium,GeoNames name_equals match; selected 'Unaizah'; admin 'القصيم'; feature PPL; population 183319; top-vs-next score margin 12.8; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually corrected.
ecuador__amaguana__307d3913,Ecuador,Amaguaña,"Amaguaña, Ecuador",-0.37568,-78.50615,geonames_searchJSON,https://www.geonames.org/3660711,high,GeoNames name_equals match; selected 'Amaguaña'; admin 'Pichincha'; feature PPL; 8.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
ecuador__cotocollao__051ca9e3,Ecuador,Cotocollao,"Cotocollao, Ecuador",-0.12291,-78.50367,geonames_searchJSON,https://www.geonames.org/3658773,high,GeoNames name_equals match; selected 'Cotocollao'; admin 'Pichincha'; feature PPL; 2.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
ecuador__quito__edf6a0c2,Ecuador,Quito,"Quito, Ecuador",-0.22985,-78.52495,geonames_searchJSON,https://www.geonames.org/3652462,high,GeoNames name_equals match; selected 'Quito'; admin 'Pichincha'; feature PPLC; population 2781641; 7.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
egypt__el-gouna__32d8fd92,Egypt,El Gouna,"El Gouna, Egypt",27.39417,33.67825,geonames_searchJSON,https://www.geonames.org/6692512,high,GeoNames name_equals match; selected 'El Gouna'; admin 'محافظة البحر الأحمر'; feature PPL; population 15000; 4.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
belgium__beveren__383d8e3f,Belgium,Beveren,"Beveren, Belgium",51.21187,4.25633,geonames_searchJSON,https://www.geonames.org/2802031,medium,GeoNames name_equals match; selected 'Beveren'; admin 'Vlaanderen'; feature PPL; population 45179; top-vs-next score margin 3.6; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
england__barnsley__85b72811,England,Barnsley,"Barnsley, England",53.55,-1.48333,geonames_searchJSON,https://www.geonames.org/2656284,high,GeoNames name_equals match; selected 'Barnsley'; admin 'England'; feature PPLA2; population 71447; 1.1 km from trusted local centroid; top-vs-next score margin 62.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__bournemouth__76f7ee7d,England,Bournemouth,"Bournemouth, England",50.72048,-1.8795,geonames_searchJSON,https://www.geonames.org/2655095,high,GeoNames name_equals match; selected 'Bournemouth'; admin 'England'; feature PPLA2; population 163600; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__braintree__fdb14e94,England,Braintree,"Braintree, England",51.87819,0.55292,geonames_searchJSON,https://www.geonames.org/2654938,high,GeoNames name_equals match; selected 'Braintree'; admin 'England'; feature PPL; population 53477; 1.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__brentford__f263879f,England,Brentford,"Brentford, England",51.48619,-0.3083,geonames_searchJSON,https://www.geonames.org/2654787,high,GeoNames name_equals match; selected 'Brentford'; admin 'England'; feature PPL; population 10750; 0.4 km from trusted local centroid; top-vs-next score margin 15.1; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__brighton-and-hove__107da4ae,England,Brighton and Hove,"Brighton and Hove, England",50.8238,-0.13497,geonames_searchJSON,https://www.geonames.org/11550750,high,GeoNames name_equals match; selected 'Brighton and Hove'; admin 'England'; feature PPL; 5.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__burnley__36c6a3b9,England,Burnley,"Burnley, England",53.8,-2.23333,geonames_searchJSON,https://www.geonames.org/2654264,high,GeoNames name_equals match; selected 'Burnley'; admin 'England'; feature PPLA4; population 149422; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__burslem__bc192382,England,Burslem,"Burslem, England",53.04476,-2.19704,geonames_searchJSON,https://www.geonames.org/2654225,high,GeoNames name_equals match; selected 'Burslem'; admin 'England'; feature PPL; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__coventry__23aace2f,England,Coventry,"Coventry, England",52.40656,-1.51217,geonames_searchJSON,https://www.geonames.org/2652221,high,GeoNames name_equals match; selected 'Coventry'; admin 'England'; feature PPLA2; population 345324; 4.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__derby__1821f949,England,Derby,"Derby, England",52.92277,-1.47663,geonames_searchJSON,https://www.geonames.org/2651347,high,GeoNames name_equals match; selected 'Derby'; admin 'England'; feature PPLA2; population 270468; 2.2 km from trusted local centroid; top-vs-next score margin 67.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__ipswich__23aff0ad,England,Ipswich,"Ipswich, England",52.05917,1.15545,geonames_searchJSON,https://www.geonames.org/2646057,high,GeoNames name_equals match; selected 'Ipswich'; admin 'England'; feature PPLA2; population 178835; 0.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__kingston-upon-hull__34358bcc,England,Kingston upon Hull,"Kingston upon Hull, England",53.7446,-0.33525,geonames_searchJSON,https://www.geonames.org/2645425,high,GeoNames name_equals match; selected 'Kingston upon Hull'; admin 'England'; feature PPLA2; population 314018; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__leeds__a83f84e7,England,Leeds,"Leeds, England",53.79648,-1.54785,geonames_searchJSON,https://www.geonames.org/2644688,high,GeoNames name_equals match; selected 'Leeds'; admin 'England'; feature PPLA2; population 536280; 2.6 km from trusted local centroid; top-vs-next score margin 100.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__leicester__c6ad24c1,England,Leicester,"Leicester, England",52.6386,-1.13169,geonames_searchJSON,https://www.geonames.org/2644668,high,GeoNames name_equals match; selected 'Leicester'; admin 'England'; feature PPLA2; population 368600; 2.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__manchester__293f4384,England,Manchester,"Manchester, England",53.48095,-2.23743,geonames_searchJSON,https://www.geonames.org/2643123,high,GeoNames name_equals match; selected 'Manchester'; admin 'England'; feature PPLA2; population 568996; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__middlesbrough__8e6060ad,England,Middlesbrough,"Middlesbrough, England",54.57623,-1.23483,geonames_searchJSON,https://www.geonames.org/2642607,high,GeoNames name_equals match; selected 'Middlesbrough'; admin 'England'; feature PPLA2; population 142707; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__newcastle-upon-tyne__d587de55,England,Newcastle upon Tyne,"Newcastle upon Tyne, England",54.97328,-1.61396,geonames_searchJSON,https://www.geonames.org/2641673,high,GeoNames name_equals match; selected 'Newcastle upon Tyne'; admin 'England'; feature PPLA2; population 300125; 0.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__norwich__bc2bfc9f,England,Norwich,"Norwich, England",52.62783,1.29834,geonames_searchJSON,https://www.geonames.org/2641181,high,GeoNames name_equals match; selected 'Norwich'; admin 'England'; feature PPLA2; population 143135; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__peterborough__0357146e,England,Peterborough,"Peterborough, England",52.57364,-0.24777,geonames_searchJSON,https://www.geonames.org/2640354,high,GeoNames name_equals match; selected 'Peterborough'; admin 'England'; feature PPLA2; population 163379; 1.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__portsmouth__e80da507,England,Portsmouth,"Portsmouth, England",50.79899,-1.09125,geonames_searchJSON,https://www.geonames.org/2639996,high,GeoNames name_equals match; selected 'Portsmouth'; admin 'England'; feature PPLA2; population 208100; 1.9 km from trusted local centroid; top-vs-next score margin 99.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__rotherham__7bd7cac3,England,Rotherham,"Rotherham, England",53.43012,-1.35678,geonames_searchJSON,https://www.geonames.org/2639093,high,GeoNames name_equals match; selected 'Rotherham'; admin 'England'; feature PPLA2; population 117618; 0.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__sheffield__db008f15,England,Sheffield,"Sheffield, England",53.38297,-1.4659,geonames_searchJSON,https://www.geonames.org/2638077,high,GeoNames name_equals match; selected 'Sheffield'; admin 'England'; feature PPLA2; population 556500; 1.4 km from trusted local centroid; top-vs-next score margin 100.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__southampton__af729258,England,Southampton,"Southampton, England",50.90395,-1.40428,geonames_searchJSON,https://www.geonames.org/2637487,high,GeoNames name_equals match; selected 'Southampton'; admin 'England'; feature PPLA2; population 269781; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__stoke-on-trent__453bb6ed,England,Stoke-on-Trent,"Stoke-on-Trent, England",53.00415,-2.18538,geonames_searchJSON,https://www.geonames.org/2636841,high,GeoNames name_equals match; selected 'Stoke-on-Trent'; admin 'England'; feature PPLA2; population 258366; 1.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__sunderland__7797bc43,England,Sunderland,"Sunderland, England",54.90465,-1.38222,geonames_searchJSON,https://www.geonames.org/2636531,high,GeoNames name_equals match; selected 'Sunderland'; admin 'England'; feature PPLA2; population 170134; 1.2 km from trusted local centroid; top-vs-next score margin 53.7; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__tottenham__99aa8ba5,England,Tottenham,"Tottenham, England",51.60373,-0.06794,geonames_searchJSON,https://www.geonames.org/2635608,high,GeoNames name_equals match; selected 'Tottenham'; admin 'England'; feature PPL; population 130000; 0.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__trafford__3ccf89e7,England,Trafford,"Trafford, England",53.46986,-2.32704,geonames_searchJSON,https://www.geonames.org/6691245,high,GeoNames name_equals match; selected 'Trafford'; admin 'England'; feature PPLX; 2.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__watford__1b7cc8e9,England,Watford,"Watford, England",51.65531,-0.39602,geonames_searchJSON,https://www.geonames.org/2634677,high,GeoNames name_equals match; selected 'Watford'; admin 'England'; feature PPL; population 125707; 0.7 km from trusted local centroid; top-vs-next score margin 50.3; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__west-bridgford__ed802bc0,England,West Bridgford,"West Bridgford, England",52.92979,-1.12537,geonames_searchJSON,https://www.geonames.org/2634493,high,GeoNames name_equals match; selected 'West Bridgford'; admin 'England'; feature PPL; population 48314; 1.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
england__wolverhampton__3b8a5bf6,England,Wolverhampton,"Wolverhampton, England",52.58547,-2.12296,geonames_searchJSON,https://www.geonames.org/2633691,high,GeoNames name_equals match; selected 'Wolverhampton'; admin 'England'; feature PPLA2; population 263700; 0.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
finland__seinajoki__967ac85f,Finland,Seinäjoki,"Seinäjoki, Finland",62.79446,22.82822,geonames_searchJSON,https://www.geonames.org/637219,high,GeoNames name_equals match; selected 'Seinäjoki'; admin 'Etelä-Pohjanmaa'; feature PPLA; population 66848; 1.9 km from trusted local centroid; top-vs-next score margin 113.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__angers__31a56b8f,France,Angers,"Angers, France",47.47156,-0.55202,geonames_searchJSON,https://www.geonames.org/3037656,high,GeoNames name_equals match; selected 'Angers'; admin 'Pays de la Loire'; feature PPLA2; population 168279; 2.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__auxerre__9554581e,France,Auxerre,"Auxerre, France",47.7996,3.57033,geonames_searchJSON,https://www.geonames.org/3035843,high,GeoNames name_equals match; selected 'Auxerre'; admin 'Bourgogne'; feature PPLA2; population 41516; 2.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__decines-charpieu__ecfab9d1,France,Décines-Charpieu,"Décines-Charpieu, France",45.76873,4.95883,geonames_searchJSON,https://www.geonames.org/3021662,high,GeoNames name_equals match; selected 'Décines-Charpieu'; admin 'Rhône-Alpes'; feature PPL; population 24674; 1.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__furiani__e82bdae1,France,Furiani,"Furiani, France",42.65847,9.41446,geonames_searchJSON,https://www.geonames.org/3016890,high,GeoNames name_equals match; selected 'Furiani'; admin 'Corse'; feature PPL; population 4337; 2.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__le-havre__39e45fdb,France,Le Havre,"Le Havre, France",49.49346,0.10785,geonames_searchJSON,https://www.geonames.org/3003796,high,GeoNames name_equals match; selected 'Le Havre'; admin 'Normandie'; feature PPLA3; population 185972; 4.5 km from trusted local centroid; top-vs-next score margin 52.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__lens__63c3067a,France,Lens,"Lens, France",50.43302,2.82791,geonames_searchJSON,https://www.geonames.org/3003093,high,GeoNames name_equals match; selected 'Lens'; admin 'Hauts-de-France'; feature PPLA3; population 38265; 0.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__marseille__e51eaf2c,France,Marseille,"Marseille, France",43.29695,5.38107,geonames_searchJSON,https://www.geonames.org/2995469,high,GeoNames name_equals match; selected 'Marseille'; admin 'Provence-Alpes-Côte d'Azur'; feature PPLA; population 877215; 3.3 km from trusted local centroid; top-vs-next score margin 177.8; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__montbeliard__cfb3d0a7,France,Montbéliard,"Montbéliard, France",47.50957,6.79823,geonames_searchJSON,https://www.geonames.org/2992938,high,GeoNames name_equals match; selected 'Montbéliard'; admin 'Bourgogne'; feature PPLA3; population 28865; 1.0 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__montpellier__2516f162,France,Montpellier,"Montpellier, France",43.61093,3.87635,geonames_searchJSON,https://www.geonames.org/2992166,high,GeoNames name_equals match; selected 'Montpellier'; admin 'Occitanie'; feature PPLA2; population 248252; 5.2 km from trusted local centroid; top-vs-next score margin 176.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__reims__ac4183a9,France,Reims,"Reims, France",49.26526,4.02853,geonames_searchJSON,https://www.geonames.org/2984114,high,GeoNames name_equals match; selected 'Reims'; admin 'Grand Est'; feature PPLA3; population 196565; 2.0 km from trusted local centroid; top-vs-next score margin 137.9; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__saint-etienne__09d74f63,France,Saint-Étienne,"Saint-Étienne, France",45.43389,4.39,geonames_searchJSON,https://www.geonames.org/2980291,high,GeoNames name_equals match; selected 'Saint-Étienne'; admin 'Rhône-Alpes'; feature PPLA2; population 176280; 3.0 km from trusted local centroid; top-vs-next score margin 128.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__strasbourg__8493bc75,France,Strasbourg,"Strasbourg, France",48.58392,7.74553,geonames_searchJSON,https://www.geonames.org/2973783,high,GeoNames name_equals match; selected 'Strasbourg'; admin 'Grand Est'; feature PPLA; population 274845; 2.9 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__toulouse__187614b9,France,Toulouse,"Toulouse, France",43.60426,1.44367,geonames_searchJSON,https://www.geonames.org/2972315,high,GeoNames name_equals match; selected 'Toulouse'; admin 'Occitanie'; feature PPLA; population 511684; 2.5 km from trusted local centroid; top-vs-next score margin 179.5; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
france__villeneuve-d-ascq__92b50db3,France,Villeneuve-d'Ascq,"Villeneuve-d'Ascq, France",50.61669,3.16664,geonames_searchJSON,https://www.geonames.org/6543862,high,GeoNames name_equals match; selected 'Villeneuve-d'Ascq'; admin 'Hauts-de-France'; feature PPL; population 62400; 2.6 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__augsburg__de47f247,Germany,Augsburg,"Augsburg, Germany",48.37154,10.89851,geonames_searchJSON,https://www.geonames.org/2954172,high,GeoNames name_equals match; selected 'Augsburg'; admin 'Bayern'; feature PPLA2; population 259196; 5.4 km from trusted local centroid; top-vs-next score margin 99.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__braunschweig__ebe0a605,Germany,Braunschweig,"Braunschweig, Germany",52.26594,10.52673,geonames_searchJSON,https://www.geonames.org/2945024,high,GeoNames name_equals match; selected 'Braunschweig'; admin 'Niedersachsen'; feature PPLA3; population 244715; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__bremen__86ba8474,Germany,Bremen,"Bremen, Germany",53.07582,8.80717,geonames_searchJSON,https://www.geonames.org/2944388,high,GeoNames name_equals match; selected 'Bremen'; admin 'Bremen'; feature PPLA; population 546501; 2.3 km from trusted local centroid; top-vs-next score margin 66.2; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__dortmund__6536b234,Germany,Dortmund,"Dortmund, Germany",51.51494,7.466,geonames_searchJSON,https://www.geonames.org/2935517,high,GeoNames name_equals match; selected 'Dortmund'; admin 'Nordrhein-Westfalen'; feature PPLA3; population 588462; 2.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__dusseldorf__b1a848f9,Germany,Düsseldorf,"Düsseldorf, Germany",51.22172,6.77616,geonames_searchJSON,https://www.geonames.org/2934246,high,GeoNames name_equals match; selected 'Düsseldorf'; admin 'Nordrhein-Westfalen'; feature PPLA; population 620523; 5.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
portugal__vizela__a828db51,Portugal,Vizela,"Vizela, Portugal",41.37529,-8.2931,geonames_searchJSON,https://www.geonames.org/2732241,medium,GeoNames name_equals match; selected 'Vizela'; admin 'Porto'; feature PPL; population 4066; top-vs-next score margin 7.8; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually corrected.
saudi-arabia__riyadh__e7a5cde7,Saudi Arabia,Riyadh,"Riyadh, Saudi Arabia",24.68773,46.72185,geonames_searchJSON,https://www.geonames.org/108410,low,GeoNames name_equals match; selected 'Riyadh'; admin 'منطقة الرياض‎'; feature PPLC; population 4205961; 288.0 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Verified.
belgium__bruges__a0f80d78,Belgium,Bruges,"Bruges, Belgium",51.20892,3.22424,geonames_searchJSON,https://www.geonames.org/2800931,low,GeoNames name_equals match; selected 'Brugge'; admin 'Vlaanderen'; feature PPL; population 118509; 3.5 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually verified.
germany__hamburg__47ca2dd1,Germany,Hamburg,"Hamburg, Germany",53.55073,9.99302,geonames_searchJSON,https://www.geonames.org/2911298,high,GeoNames name_equals match; selected 'Hamburg'; admin 'Hamburg'; feature PPLA; population 1845229; 7.4 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__hamburg-mitte__252e3b17,Germany,Hamburg-Mitte,"Hamburg-Mitte, Germany",53.55,10.01667,geonames_searchJSON,https://www.geonames.org/2911288,high,GeoNames name_equals match; selected 'Hamburg-Mitte'; admin 'Hamburg'; feature PPLX; population 301231; 3.3 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
jordan__amman__870dc7a5,Jordan,Amman,"Amman, Jordan",31.95522,35.94503,geonames_searchJSON,https://www.geonames.org/250441,low,GeoNames name_equals match; selected 'Amman'; admin 'محافظة عمّان'; feature PPLC; population 1275857; 564.9 km from trusted local centroid; spot-check recommended before promoting to final club coordinates; HTTP fallback was used because the GeoNames HTTPS certificate failed verification. NOTE: Manually verified.
germany__karlsruhe__57973876,Germany,Karlsruhe,"Karlsruhe, Germany",49.00937,8.40444,geonames_searchJSON,https://www.geonames.org/2892794,high,GeoNames name_equals match; selected 'Karlsruhe'; admin 'Baden-Württemberg'; feature PPLA2; population 283799; 1.3 km from trusted local centroid; top-vs-next score margin 99.4; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__kiel__7a87a6cb,Germany,Kiel,"Kiel, Germany",54.32133,10.13489,geonames_searchJSON,https://www.geonames.org/2891122,high,GeoNames name_equals match; selected 'Kiel'; admin 'Schleswig-Holstein'; feature PPLA; population 246601; 3.2 km from trusted local centroid; top-vs-next score margin 206.6; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__leipzig__03adfe78,Germany,Leipzig,"Leipzig, Germany",51.33962,12.37129,geonames_searchJSON,https://www.geonames.org/2879139,high,GeoNames name_equals match; selected 'Leipzig'; admin 'Sachsen'; feature PPLA3; population 504971; 1.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__leverkusen__71a94962,Germany,Leverkusen,"Leverkusen, Germany",51.0303,6.98432,geonames_searchJSON,https://www.geonames.org/2878234,high,GeoNames name_equals match; selected 'Leverkusen'; admin 'Nordrhein-Westfalen'; feature PPLA3; population 162738; 1.5 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__mainz__6de7f83d,Germany,Mainz,"Mainz, Germany",49.98185,8.28008,geonames_searchJSON,https://www.geonames.org/2874225,high,GeoNames name_equals match; selected 'Mainz'; admin 'Rheinland-Pfalz'; feature PPLA; population 217123; 3.2 km from trusted local centroid; top-vs-next score margin 100.0; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__munich__02751cf5,Germany,Munich,"Munich, Germany",48.13743,11.57549,geonames_searchJSON,https://www.geonames.org/2867714,high,GeoNames name_equals match; selected 'Munich'; admin 'Bayern'; feature PPLA; population 1260391; 9.8 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__monchengladbach__5852c6d3,Germany,Mönchengladbach,"Mönchengladbach, Germany",51.18539,6.44172,geonames_searchJSON,https://www.geonames.org/2869894,high,GeoNames name_equals match; selected 'Mönchengladbach'; admin 'Nordrhein-Westfalen'; feature PPLA3; population 261742; 4.1 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__sinsheim__ca9a57c0,Germany,Sinsheim,"Sinsheim, Germany",49.2529,8.87867,geonames_searchJSON,https://www.geonames.org/2831872,high,GeoNames name_equals match; selected 'Sinsheim'; admin 'Baden-Württemberg'; feature PPL; population 35219; 1.7 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
germany__stuttgart__23c257d8,Germany,Stuttgart,"Stuttgart, Germany",48.78232,9.17702,geonames_searchJSON,https://www.geonames.org/2825297,high,GeoNames name_equals match; selected 'Stuttgart'; admin 'Baden-Württemberg'; feature PPLA; population 630305; 4.2 km from trusted local centroid; HTTP fallback was used because the GeoNames HTTPS certificate failed verification.
